doc_id,n_words,n_tokens,language,corpus_code
ln94205-75,146,116,Czech,PDT
ln94205-76,374,248,Czech,PDT
ln94205-77,81,65,Czech,PDT
ln94205-78,36,33,Czech,PDT
ln94205-79,282,196,Czech,PDT
ln94205-8,430,245,Czech,PDT
ln94205-80,108,80,Czech,PDT
ln94205-83,104,82,Czech,PDT
ln94205-84,107,81,Czech,PDT
ln94205-85,277,214,Czech,PDT
ln94205-86,765,490,Czech,PDT
ln94205-87,710,403,Czech,PDT
ln94205-88,657,442,Czech,PDT
ln94205-89,33,30,Czech,PDT
ln94205-9,448,238,Czech,PDT
ln94205-92,626,384,Czech,PDT
ln94205-93,448,270,Czech,PDT
ln94205-94,1619,724,Czech,PDT
ln94205-95,18,17,Czech,PDT
ln94205-96,390,281,Czech,PDT
ln94205-97,25,23,Czech,PDT
ln94205-98,414,289,Czech,PDT
ln94205-99,1104,680,Czech,PDT
ln94206-100,143,112,Czech,PDT
ln94206-101,34,31,Czech,PDT
ln94206-102,437,299,Czech,PDT
ln94206-103,325,210,Czech,PDT
ln94206-104,172,122,Czech,PDT
ln94206-105,155,111,Czech,PDT
ln94206-106,437,284,Czech,PDT
ln94206-107,447,280,Czech,PDT
ln94206-11,66,52,Czech,PDT
ln94206-110,17,16,Czech,PDT
ln94206-111,22,20,Czech,PDT
ln94206-112,17,17,Czech,PDT
ln94206-113,75,68,Czech,PDT
ln94206-114,41,32,Czech,PDT
ln94206-115,580,377,Czech,PDT
ln94206-116,4,4,Czech,PDT
ln94206-119,121,93,Czech,PDT
ln94206-12,123,99,Czech,PDT
ln94206-120,91,75,Czech,PDT
ln94206-121,277,204,Czech,PDT
ln94206-122,536,308,Czech,PDT
ln94206-123,67,58,Czech,PDT
ln94206-124,31,27,Czech,PDT
ln94206-125,138,109,Czech,PDT
ln94206-129,216,153,Czech,PDT
ln94206-13,258,145,Czech,PDT
ln94206-130,501,314,Czech,PDT
ln94206-131,288,190,Czech,PDT
ln94206-132,516,325,Czech,PDT
ln94206-133,290,179,Czech,PDT
ln94206-134,125,93,Czech,PDT
ln94206-135,155,122,Czech,PDT
ln94206-138,370,257,Czech,PDT
ln94206-139,194,135,Czech,PDT
ln94206-14,337,215,Czech,PDT
ln94206-140,544,334,Czech,PDT
ln94206-141,107,86,Czech,PDT
ln94206-142,125,99,Czech,PDT
ln94206-143,435,282,Czech,PDT
ln94206-144,272,172,Czech,PDT
ln94206-147,111,81,Czech,PDT
ln94206-148,151,111,Czech,PDT
ln94206-149,320,215,Czech,PDT
ln94206-15,242,176,Czech,PDT
ln94206-150,102,78,Czech,PDT
ln94206-151,144,107,Czech,PDT
ln94206-16,680,394,Czech,PDT
ln94206-17,553,338,Czech,PDT
ln94206-2,252,173,Czech,PDT
ln94206-20,110,87,Czech,PDT
ln94206-21,164,125,Czech,PDT
ln94206-22,107,85,Czech,PDT
ln94206-23,281,202,Czech,PDT
ln94206-24,376,225,Czech,PDT
ln94206-25,316,219,Czech,PDT
ln94206-26,137,93,Czech,PDT
ln94206-29,118,88,Czech,PDT
ln94206-3,558,336,Czech,PDT
ln94206-30,39,35,Czech,PDT
ln94206-31,86,73,Czech,PDT
ln94206-32,638,361,Czech,PDT
ln94206-33,44,43,Czech,PDT
ln94206-34,299,184,Czech,PDT
ln94206-35,228,154,Czech,PDT
ln94206-38,92,78,Czech,PDT
ln94206-39,64,50,Czech,PDT
ln94206-4,150,108,Czech,PDT
ln94206-40,125,101,Czech,PDT
ln94206-41,134,104,Czech,PDT
ln94206-42,260,173,Czech,PDT
ln94206-43,188,133,Czech,PDT
ln94206-44,267,195,Czech,PDT
ln94206-47,333,227,Czech,PDT
ln94206-48,225,151,Czech,PDT
ln94206-49,212,144,Czech,PDT
ln94206-5,104,78,Czech,PDT
ln94206-50,131,108,Czech,PDT
ln94206-51,117,89,Czech,PDT
ln94206-52,183,129,Czech,PDT
ln94206-53,16,16,Czech,PDT
ln94206-56,166,130,Czech,PDT
ln94206-57,132,101,Czech,PDT
ln94206-58,136,95,Czech,PDT
ln94206-59,104,86,Czech,PDT
ln94206-6,536,329,Czech,PDT
ln94206-60,312,207,Czech,PDT
ln94206-61,277,170,Czech,PDT
ln94206-62,40,37,Czech,PDT
ln94206-65,460,315,Czech,PDT
ln94206-66,979,617,Czech,PDT
ln94206-67,725,434,Czech,PDT
ln94206-68,117,94,Czech,PDT
ln94206-69,27,25,Czech,PDT
ln94206-7,57,30,Czech,PDT
ln94206-70,71,61,Czech,PDT
ln94206-71,155,119,Czech,PDT
ln94206-74,102,79,Czech,PDT
ln94206-75,94,77,Czech,PDT
ln94206-76,167,117,Czech,PDT
ln94206-77,229,169,Czech,PDT
ln94206-78,128,95,Czech,PDT
ln94206-79,329,220,Czech,PDT
ln94206-8,617,317,Czech,PDT
ln94206-80,13,13,Czech,PDT
ln94206-83,369,245,Czech,PDT
ln94206-84,553,333,Czech,PDT
ln94206-85,753,419,Czech,PDT
ln94206-86,399,275,Czech,PDT
ln94206-87,770,446,Czech,PDT
ln94206-88,693,434,Czech,PDT
ln94206-89,470,327,Czech,PDT
ln94206-9,336,234,Czech,PDT
ln94206-92,570,388,Czech,PDT
ln94206-93,112,87,Czech,PDT
ln94206-94,127,103,Czech,PDT
ln94206-95,151,114,Czech,PDT
ln94206-96,296,206,Czech,PDT
ln94206-97,400,289,Czech,PDT
ln94206-98,432,300,Czech,PDT
ln94206-99,386,265,Czech,PDT
ln94207-100,17,17,Czech,PDT
ln94207-101,155,120,Czech,PDT
ln94207-102,18,17,Czech,PDT
ln94207-103,445,317,Czech,PDT
ln94207-104,4,4,Czech,PDT
ln94207-105,1311,726,Czech,PDT
ln94207-106,89,70,Czech,PDT
ln94207-107,108,84,Czech,PDT
ln94207-11,117,88,Czech,PDT
ln94207-110,113,88,Czech,PDT
ln94207-111,86,73,Czech,PDT
ln94207-112,302,226,Czech,PDT
ln94207-113,240,182,Czech,PDT
ln94207-114,233,172,Czech,PDT
ln94207-115,106,78,Czech,PDT
ln94207-116,226,168,Czech,PDT
ln94207-119,99,76,Czech,PDT
ln94207-12,169,125,Czech,PDT
ln94207-120,93,71,Czech,PDT
ln94207-121,43,38,Czech,PDT
ln94207-122,105,82,Czech,PDT
ln94207-123,127,97,Czech,PDT
ln94207-124,138,99,Czech,PDT
ln94207-125,181,136,Czech,PDT
ln94207-128,411,283,Czech,PDT
ln94207-129,91,75,Czech,PDT
ln94207-13,90,71,Czech,PDT
ln94207-130,103,75,Czech,PDT
ln94207-131,116,89,Czech,PDT
ln94207-132,146,117,Czech,PDT
ln94207-133,95,76,Czech,PDT
ln94207-134,187,129,Czech,PDT
ln94207-137,188,147,Czech,PDT
ln94207-138,315,225,Czech,PDT
ln94207-139,57,50,Czech,PDT
ln94207-14,134,104,Czech,PDT
ln94207-140,280,201,Czech,PDT
ln94207-15,227,161,Czech,PDT
ln94207-16,396,275,Czech,PDT
ln94207-17,531,337,Czech,PDT
ln94207-2,76,65,Czech,PDT
ln94207-20,78,68,Czech,PDT
ln94207-21,87,77,Czech,PDT
ln94207-22,110,83,Czech,PDT
ln94207-23,142,103,Czech,PDT
ln94207-24,16,16,Czech,PDT
ln94207-25,281,190,Czech,PDT
ln94207-26,87,70,Czech,PDT
ln94207-29,53,43,Czech,PDT
ln94207-3,107,83,Czech,PDT
ln94207-30,126,92,Czech,PDT
ln94207-31,79,67,Czech,PDT
ln94207-32,573,360,Czech,PDT
ln94207-33,162,126,Czech,PDT
ln94207-34,262,185,Czech,PDT
ln94207-35,12,12,Czech,PDT
ln94207-38,140,116,Czech,PDT
ln94207-39,136,104,Czech,PDT
ln94207-4,31,29,Czech,PDT
ln94207-40,524,327,Czech,PDT
ln94207-41,299,195,Czech,PDT
ln94207-42,54,47,Czech,PDT
ln94207-43,149,108,Czech,PDT
ln94207-44,2,2,Czech,PDT
ln94207-47,55,48,Czech,PDT
ln94207-48,56,46,Czech,PDT
ln94207-49,23,22,Czech,PDT
ln94207-5,213,158,Czech,PDT
ln94207-50,369,253,Czech,PDT
ln94207-51,99,82,Czech,PDT
ln94207-52,210,150,Czech,PDT
ln94207-53,106,87,Czech,PDT
ln94207-56,54,46,Czech,PDT
ln94207-57,100,81,Czech,PDT
ln94207-58,33,24,Czech,PDT
ln94207-59,278,199,Czech,PDT
ln94207-6,363,237,Czech,PDT
ln94207-60,22,20,Czech,PDT
ln94207-61,293,202,Czech,PDT
ln94207-62,346,249,Czech,PDT
ln94207-65,905,522,Czech,PDT
ln94207-66,251,184,Czech,PDT
ln94207-67,106,86,Czech,PDT
ln94207-68,188,142,Czech,PDT
ln94207-69,389,248,Czech,PDT
ln94207-7,195,146,Czech,PDT
ln94207-70,47,42,Czech,PDT
ln94207-71,214,148,Czech,PDT
ln94207-74,1080,612,Czech,PDT
ln94207-75,1174,655,Czech,PDT
ln94207-76,2754,1426,Czech,PDT
ln94207-77,58,52,Czech,PDT
ln94207-78,51,45,Czech,PDT
ln94207-79,2856,1431,Czech,PDT
ln94207-8,278,183,Czech,PDT
ln94207-80,41,35,Czech,PDT
ln94207-83,605,385,Czech,PDT
ln94207-84,1623,930,Czech,PDT
ln94207-85,2121,1086,Czech,PDT
ln94207-86,57,49,Czech,PDT
ln94207-87,482,273,Czech,PDT
ln94207-88,786,447,Czech,PDT
ln94207-89,555,382,Czech,PDT
ln94207-9,289,183,Czech,PDT
ln94207-92,1340,724,Czech,PDT
ln94207-93,69,48,Czech,PDT
ln94207-94,513,318,Czech,PDT
ln94207-95,705,472,Czech,PDT
ln94207-96,191,147,Czech,PDT
ln94207-97,399,271,Czech,PDT
ln94207-98,568,386,Czech,PDT
ln94207-99,732,463,Czech,PDT
ln94208-100,651,421,Czech,PDT
ln94208-101,921,460,Czech,PDT
ln94208-102,15,15,Czech,PDT
ln94208-103,177,122,Czech,PDT
ln94208-104,11,11,Czech,PDT
ln94208-105,783,495,Czech,PDT
ln94208-106,866,477,Czech,PDT
ln94208-107,517,325,Czech,PDT
ln94208-11,1621,911,Czech,PDT
ln94208-110,108,85,Czech,PDT
ln94208-111,126,100,Czech,PDT
ln94208-112,92,80,Czech,PDT
ln94208-113,59,50,Czech,PDT
ln94208-114,169,134,Czech,PDT
ln94208-115,48,43,Czech,PDT
ln94208-116,343,226,Czech,PDT
ln94208-119,196,139,Czech,PDT
ln94208-12,299,199,Czech,PDT
ln94208-121,74,61,Czech,PDT
ln94208-122,90,70,Czech,PDT
ln94208-123,23,22,Czech,PDT
ln94208-124,337,225,Czech,PDT
ln94208-125,37,32,Czech,PDT
ln94208-126,159,120,Czech,PDT
ln94208-129,335,216,Czech,PDT
ln94208-13,135,103,Czech,PDT
ln94208-130,764,367,Czech,PDT
ln94208-131,16,15,Czech,PDT
ln94208-132,419,272,Czech,PDT
ln94208-133,223,153,Czech,PDT
ln94208-134,127,97,Czech,PDT
ln94208-135,212,154,Czech,PDT
ln94208-138,30,30,Czech,PDT
ln94208-139,8,8,Czech,PDT
ln94208-14,478,308,Czech,PDT
ln94208-140,585,344,Czech,PDT
ln94208-141,132,99,Czech,PDT
ln94208-142,152,103,Czech,PDT
ln94208-143,192,134,Czech,PDT
ln94208-144,550,344,Czech,PDT
ln94208-147,137,106,Czech,PDT
ln94208-148,214,151,Czech,PDT
ln94208-149,7,7,Czech,PDT
ln94208-15,197,141,Czech,PDT
ln94208-16,45,37,Czech,PDT
ln94208-17,775,469,Czech,PDT
ln94208-18,362,245,Czech,PDT
ln94208-19,508,330,Czech,PDT
ln94208-21,72,55,Czech,PDT
ln94208-22,162,120,Czech,PDT
ln94208-23,363,246,Czech,PDT
ln94208-24,206,145,Czech,PDT
ln94208-25,339,221,Czech,PDT
ln94208-26,359,247,Czech,PDT
ln94208-27,59,55,Czech,PDT
ln94208-28,50,43,Czech,PDT
ln94208-30,149,108,Czech,PDT
ln94208-31,124,101,Czech,PDT
ln94208-32,197,152,Czech,PDT
ln94208-33,289,192,Czech,PDT
ln94208-34,199,139,Czech,PDT
ln94208-35,129,104,Czech,PDT
ln94208-36,86,74,Czech,PDT
ln94208-37,120,97,Czech,PDT
ln94208-4,21,19,Czech,PDT
ln94208-40,90,77,Czech,PDT
ln94208-41,109,87,Czech,PDT
ln94208-42,124,97,Czech,PDT
ln94208-43,122,99,Czech,PDT
ln94208-44,81,64,Czech,PDT
ln94208-45,349,250,Czech,PDT
ln94208-46,158,120,Czech,PDT
ln94208-49,92,71,Czech,PDT
ln94208-5,539,354,Czech,PDT
ln94208-50,314,216,Czech,PDT
ln94208-51,213,145,Czech,PDT
ln94208-52,131,97,Czech,PDT
ln94208-53,89,75,Czech,PDT
ln94208-54,94,75,Czech,PDT
ln94208-55,117,86,Czech,PDT
ln94208-58,785,436,Czech,PDT
ln94208-59,393,263,Czech,PDT
ln94208-6,23,22,Czech,PDT
ln94208-60,946,555,Czech,PDT
ln94208-61,800,443,Czech,PDT
ln94208-62,334,244,Czech,PDT
ln94208-63,365,241,Czech,PDT
ln94208-64,239,179,Czech,PDT
ln94208-67,59,50,Czech,PDT
ln94208-68,367,231,Czech,PDT
ln94208-69,116,91,Czech,PDT
ln94208-7,44,40,Czech,PDT
ln94208-70,13,13,Czech,PDT
ln94208-71,211,149,Czech,PDT
ln94208-72,99,78,Czech,PDT
ln94208-73,159,122,Czech,PDT
ln94208-76,10,10,Czech,PDT
ln94208-77,587,357,Czech,PDT
ln94208-78,264,199,Czech,PDT
ln94208-79,875,533,Czech,PDT
ln94208-8,448,318,Czech,PDT
ln94208-80,183,126,Czech,PDT
ln94208-81,296,211,Czech,PDT
ln94208-82,283,208,Czech,PDT
ln94208-85,521,336,Czech,PDT
ln94208-86,19,18,Czech,PDT
ln94208-87,194,152,Czech,PDT
ln94208-88,494,324,Czech,PDT
ln94208-89,433,281,Czech,PDT
ln94208-9,117,95,Czech,PDT
ln94208-90,208,167,Czech,PDT
ln94208-91,584,439,Czech,PDT
ln94208-94,88,73,Czech,PDT
ln94208-95,185,145,Czech,PDT
ln94208-96,290,201,Czech,PDT
ln94208-97,141,119,Czech,PDT
ln94208-98,240,178,Czech,PDT
ln94208-99,64,53,Czech,PDT
ln94209-1,217,147,Czech,PDT
ln94209-10,142,100,Czech,PDT
ln94209-102,114,89,Czech,PDT
ln94209-103,380,254,Czech,PDT
ln94209-104,219,146,Czech,PDT
ln94209-105,396,266,Czech,PDT
ln94209-106,38,37,Czech,PDT
ln94209-107,240,164,Czech,PDT
ln94209-108,426,269,Czech,PDT
ln94209-11,229,169,Czech,PDT
ln94209-14,173,118,Czech,PDT
ln94209-15,109,84,Czech,PDT
ln94209-16,446,247,Czech,PDT
ln94209-17,229,156,Czech,PDT
ln94209-18,430,283,Czech,PDT
ln94209-19,115,88,Czech,PDT
ln94209-2,286,198,Czech,PDT
ln94209-20,145,91,Czech,PDT
ln94209-23,188,132,Czech,PDT
ln94209-24,209,140,Czech,PDT
ln94209-25,165,135,Czech,PDT
ln94209-26,28,26,Czech,PDT
ln94209-27,84,65,Czech,PDT
ln94209-28,386,246,Czech,PDT
ln94209-29,86,61,Czech,PDT
ln94209-3,36,32,Czech,PDT
ln94209-32,82,65,Czech,PDT
ln94209-33,37,33,Czech,PDT
ln94209-34,125,89,Czech,PDT
ln94209-35,96,77,Czech,PDT
ln94209-36,111,86,Czech,PDT
ln94209-37,114,88,Czech,PDT
ln94209-38,456,208,Czech,PDT
ln94209-39,215,145,Czech,PDT
ln94209-41,129,101,Czech,PDT
ln94209-42,253,193,Czech,PDT
ln94209-43,16,16,Czech,PDT
ln94209-44,304,221,Czech,PDT
ln94209-45,489,329,Czech,PDT
ln94209-46,575,392,Czech,PDT
ln94209-47,572,354,Czech,PDT
ln94209-48,908,518,Czech,PDT
ln94209-50,854,535,Czech,PDT
ln94209-51,116,89,Czech,PDT
ln94209-52,222,162,Czech,PDT
ln94209-53,648,381,Czech,PDT
ln94209-54,426,274,Czech,PDT
ln94209-55,967,449,Czech,PDT
ln94209-56,1454,799,Czech,PDT
ln94209-57,20,19,Czech,PDT
ln94209-6,302,190,Czech,PDT
ln94209-60,459,332,Czech,PDT
ln94209-61,27,26,Czech,PDT
ln94209-62,51,42,Czech,PDT
ln94209-63,255,176,Czech,PDT
ln94209-64,781,480,Czech,PDT
ln94209-65,16,15,Czech,PDT
ln94209-66,360,249,Czech,PDT
ln94209-69,63,49,Czech,PDT
ln94209-7,217,159,Czech,PDT
ln94209-70,233,176,Czech,PDT
ln94209-71,263,177,Czech,PDT
ln94209-72,254,195,Czech,PDT
ln94209-73,202,152,Czech,PDT
ln94209-74,19,19,Czech,PDT
ln94209-75,272,192,Czech,PDT
ln94209-78,72,61,Czech,PDT
ln94209-79,89,75,Czech,PDT
ln94209-8,43,39,Czech,PDT
ln94209-80,114,90,Czech,PDT
ln94209-81,108,87,Czech,PDT
ln94209-82,70,59,Czech,PDT
ln94209-83,172,127,Czech,PDT
ln94209-84,57,38,Czech,PDT
ln94209-87,23,23,Czech,PDT
ln94209-88,73,61,Czech,PDT
ln94209-89,616,368,Czech,PDT
ln94209-9,426,285,Czech,PDT
ln94209-90,21,21,Czech,PDT
ln94209-91,625,348,Czech,PDT
ln94209-92,217,67,Czech,PDT
ln94209-93,283,192,Czech,PDT
ln94209-96,180,142,Czech,PDT
ln94209-97,272,196,Czech,PDT
ln94209-98,28,22,Czech,PDT
ln94209-99,589,366,Czech,PDT
ln94210-1,677,387,Czech,PDT
ln94210-10,357,236,Czech,PDT
ln94210-100,15,15,Czech,PDT
ln94210-101,1348,642,Czech,PDT
ln94210-104,245,175,Czech,PDT
ln94210-105,280,204,Czech,PDT
ln94210-106,21,20,Czech,PDT
ln94210-107,469,321,Czech,PDT
ln94210-108,424,306,Czech,PDT
ln94210-109,404,282,Czech,PDT
ln94210-11,389,252,Czech,PDT
ln94210-110,569,353,Czech,PDT
ln94210-113,241,180,Czech,PDT
ln94210-114,119,87,Czech,PDT
ln94210-115,58,48,Czech,PDT
ln94210-116,50,43,Czech,PDT
ln94210-117,302,206,Czech,PDT
ln94210-118,10,10,Czech,PDT
ln94210-119,473,299,Czech,PDT
ln94210-12,129,92,Czech,PDT
ln94210-122,838,437,Czech,PDT
ln94210-123,9,9,Czech,PDT
ln94210-124,208,163,Czech,PDT
ln94210-125,145,113,Czech,PDT
ln94210-126,349,256,Czech,PDT
ln94210-127,624,393,Czech,PDT
ln94210-128,3,3,Czech,PDT
ln94210-129,381,247,Czech,PDT
ln94210-131,469,305,Czech,PDT
ln94210-132,83,68,Czech,PDT
ln94210-133,174,135,Czech,PDT
ln94210-134,299,163,Czech,PDT
ln94210-135,354,224,Czech,PDT
ln94210-136,129,89,Czech,PDT
ln94210-137,143,98,Czech,PDT
ln94210-138,315,190,Czech,PDT
ln94210-140,50,39,Czech,PDT
ln94210-141,166,116,Czech,PDT
ln94210-142,106,80,Czech,PDT
ln94210-143,188,146,Czech,PDT
ln94210-144,181,129,Czech,PDT
ln94210-145,55,48,Czech,PDT
ln94210-146,533,335,Czech,PDT
ln94210-147,380,240,Czech,PDT
ln94210-17,232,163,Czech,PDT
ln94210-18,146,106,Czech,PDT
ln94210-19,167,118,Czech,PDT
ln94210-2,176,135,Czech,PDT
ln94210-20,57,51,Czech,PDT
ln94210-21,146,110,Czech,PDT
ln94210-22,101,71,Czech,PDT
ln94210-23,83,45,Czech,PDT
ln94210-26,141,106,Czech,PDT
ln94210-27,68,59,Czech,PDT
ln94210-28,7,7,Czech,PDT
ln94210-29,104,76,Czech,PDT
ln94210-3,103,86,Czech,PDT
ln94210-30,20,20,Czech,PDT
ln94210-31,209,141,Czech,PDT
ln94210-32,14,14,Czech,PDT
ln94210-35,96,78,Czech,PDT
ln94210-36,108,84,Czech,PDT
ln94210-37,252,182,Czech,PDT
ln94210-38,269,205,Czech,PDT
ln94210-39,163,110,Czech,PDT
ln94210-4,114,85,Czech,PDT
ln94210-40,143,98,Czech,PDT
ln94210-41,115,90,Czech,PDT
ln94210-44,12,12,Czech,PDT
ln94210-45,119,87,Czech,PDT
ln94210-46,306,211,Czech,PDT
ln94210-47,103,85,Czech,PDT
ln94210-48,324,206,Czech,PDT
ln94210-49,66,52,Czech,PDT
ln94210-5,467,280,Czech,PDT
ln94210-50,141,109,Czech,PDT
ln94210-53,146,119,Czech,PDT
ln94210-54,371,256,Czech,PDT
ln94210-55,165,131,Czech,PDT
ln94210-56,149,120,Czech,PDT
ln94210-57,98,83,Czech,PDT
ln94210-58,395,259,Czech,PDT
ln94210-59,143,107,Czech,PDT
ln94210-6,184,138,Czech,PDT
ln94210-62,84,63,Czech,PDT
ln94210-63,264,184,Czech,PDT
ln94210-64,99,79,Czech,PDT
ln94210-65,230,137,Czech,PDT
ln94210-66,125,99,Czech,PDT
ln94210-67,232,156,Czech,PDT
ln94210-68,289,193,Czech,PDT
ln94210-69,31,25,Czech,PDT
ln94210-71,372,234,Czech,PDT
ln94210-72,25,23,Czech,PDT
ln94210-73,289,199,Czech,PDT
ln94210-74,704,428,Czech,PDT
ln94210-75,735,464,Czech,PDT
ln94210-76,466,315,Czech,PDT
ln94210-77,121,91,Czech,PDT
ln94210-78,138,105,Czech,PDT
ln94210-80,109,82,Czech,PDT
ln94210-81,103,81,Czech,PDT
ln94210-82,444,308,Czech,PDT
ln94210-83,151,115,Czech,PDT
ln94210-84,197,138,Czech,PDT
ln94210-85,67,60,Czech,PDT
ln94210-86,351,244,Czech,PDT
ln94210-87,155,117,Czech,PDT
ln94210-9,269,179,Czech,PDT
ln94210-90,681,403,Czech,PDT
ln94210-91,543,360,Czech,PDT
ln94210-92,948,550,Czech,PDT
ln94210-93,13,13,Czech,PDT
ln94210-94,13,10,Czech,PDT
ln94210-95,2281,1226,Czech,PDT
ln94210-96,473,312,Czech,PDT
ln94210-99,4,4,Czech,PDT
ln94211-1,423,294,Czech,PDT
ln94211-10,25,23,Czech,PDT
ln94211-100,327,245,Czech,PDT
ln94211-101,531,320,Czech,PDT
ln94211-102,151,111,Czech,PDT
ln94211-103,190,142,Czech,PDT
ln94211-104,132,100,Czech,PDT
ln94211-107,84,71,Czech,PDT
ln94211-108,375,258,Czech,PDT
ln94211-109,241,179,Czech,PDT
ln94211-11,146,116,Czech,PDT
ln94211-110,13,13,Czech,PDT
ln94211-111,14,14,Czech,PDT
ln94211-112,454,304,Czech,PDT
ln94211-113,218,149,Czech,PDT
ln94211-116,257,189,Czech,PDT
ln94211-117,361,237,Czech,PDT
ln94211-118,210,159,Czech,PDT
ln94211-119,34,33,Czech,PDT
ln94211-12,143,114,Czech,PDT
ln94211-120,405,251,Czech,PDT
ln94211-121,118,89,Czech,PDT
ln94211-122,231,167,Czech,PDT
ln94211-125,15,13,Czech,PDT
ln94211-126,116,93,Czech,PDT
ln94211-127,187,128,Czech,PDT
ln94211-128,208,139,Czech,PDT
ln94211-129,468,312,Czech,PDT
ln94211-13,204,142,Czech,PDT
ln94211-130,489,307,Czech,PDT
ln94211-14,163,127,Czech,PDT
ln94211-17,217,151,Czech,PDT
ln94211-18,279,205,Czech,PDT
ln94211-19,236,173,Czech,PDT
ln94211-2,180,143,Czech,PDT
ln94211-20,59,51,Czech,PDT
ln94211-21,126,97,Czech,PDT
ln94211-22,274,210,Czech,PDT
ln94211-23,223,156,Czech,PDT
ln94211-26,139,101,Czech,PDT
ln94211-27,123,100,Czech,PDT
ln94211-28,12,12,Czech,PDT
ln94211-29,240,152,Czech,PDT
ln94211-3,1170,648,Czech,PDT
ln94211-30,415,270,Czech,PDT
ln94211-31,195,139,Czech,PDT
ln94211-32,48,42,Czech,PDT
ln94211-35,124,99,Czech,PDT
ln94211-36,237,169,Czech,PDT
ln94211-37,269,206,Czech,PDT
ln94211-38,50,46,Czech,PDT
ln94211-39,106,83,Czech,PDT
ln94211-4,178,124,Czech,PDT
ln94211-40,270,185,Czech,PDT
ln94211-41,94,59,Czech,PDT
ln94211-44,69,56,Czech,PDT
ln94211-45,90,75,Czech,PDT
ln94211-46,111,76,Czech,PDT
ln94211-47,242,169,Czech,PDT
ln94211-48,76,67,Czech,PDT
ln94211-49,175,128,Czech,PDT
ln94211-5,736,438,Czech,PDT
ln94211-50,110,91,Czech,PDT
ln94211-53,184,133,Czech,PDT
ln94211-54,146,113,Czech,PDT
ln94211-55,396,249,Czech,PDT
ln94211-56,216,159,Czech,PDT
ln94211-57,176,122,Czech,PDT
ln94211-58,101,82,Czech,PDT
ln94211-59,54,44,Czech,PDT
ln94211-6,156,107,Czech,PDT
ln94211-62,62,53,Czech,PDT
ln94211-63,142,99,Czech,PDT
ln94211-64,108,86,Czech,PDT
ln94211-65,108,90,Czech,PDT
ln94211-66,254,183,Czech,PDT
ln94211-67,311,211,Czech,PDT
ln94211-68,6,6,Czech,PDT
ln94211-69,341,237,Czech,PDT
ln94211-71,534,332,Czech,PDT
ln94211-72,425,299,Czech,PDT
ln94211-73,118,91,Czech,PDT
ln94211-74,88,67,Czech,PDT
ln94211-75,107,78,Czech,PDT
ln94211-76,216,163,Czech,PDT
ln94211-77,25,24,Czech,PDT
ln94211-78,106,85,Czech,PDT
ln94211-80,379,251,Czech,PDT
ln94211-81,275,182,Czech,PDT
ln94211-82,511,324,Czech,PDT
ln94211-83,54,48,Czech,PDT
ln94211-84,127,97,Czech,PDT
ln94211-85,121,86,Czech,PDT
ln94211-86,9,9,Czech,PDT
ln94211-87,718,476,Czech,PDT
ln94211-9,1624,749,Czech,PDT
ln94211-90,433,305,Czech,PDT
ln94211-91,625,419,Czech,PDT
ln94211-92,1926,922,Czech,PDT
ln94211-93,1012,505,Czech,PDT
ln94211-94,25,24,Czech,PDT
ln94211-95,2143,1199,Czech,PDT
ln94211-96,14,14,Czech,PDT
ln94211-99,292,211,Czech,PDT
ln95040-001,8,8,Czech,PDT
ln95040-002,174,136,Czech,PDT
ln95040-003,24,23,Czech,PDT
ln95040-004,368,251,Czech,PDT
ln95040-005,108,80,Czech,PDT
ln95040-006,162,119,Czech,PDT
ln95040-007,61,53,Czech,PDT
ln95040-008,105,84,Czech,PDT
ln95040-011,959,534,Czech,PDT
ln95040-012,323,240,Czech,PDT
ln95040-013,88,72,Czech,PDT
ln95040-014,95,74,Czech,PDT
ln95040-015,368,228,Czech,PDT
ln95040-016,177,125,Czech,PDT
ln95040-017,123,92,Czech,PDT
ln95040-018,4,4,Czech,PDT
ln95040-021,387,246,Czech,PDT
ln95040-022,73,62,Czech,PDT
ln95040-023,42,38,Czech,PDT
ln95040-024,25,20,Czech,PDT
ln95040-025,288,198,Czech,PDT
ln95040-026,86,64,Czech,PDT
ln95040-027,312,204,Czech,PDT
ln95040-028,161,133,Czech,PDT
ln95040-031,85,70,Czech,PDT
ln95040-032,446,253,Czech,PDT
ln95040-033,126,101,Czech,PDT
ln95040-034,48,43,Czech,PDT
ln95040-035,688,404,Czech,PDT
ln95040-036,674,417,Czech,PDT
ln95040-037,160,121,Czech,PDT
ln95040-038,504,318,Czech,PDT
ln95040-041,345,236,Czech,PDT
ln95040-042,460,348,Czech,PDT
ln95040-043,540,359,Czech,PDT
ln95040-044,276,201,Czech,PDT
ln95040-045,291,223,Czech,PDT
ln95040-046,319,223,Czech,PDT
ln95040-047,75,61,Czech,PDT
ln95040-048,8,8,Czech,PDT
ln95040-051,103,79,Czech,PDT
ln95040-052,302,202,Czech,PDT
ln95040-053,77,66,Czech,PDT
ln95040-054,706,439,Czech,PDT
ln95040-055,139,114,Czech,PDT
ln95040-056,17,17,Czech,PDT
ln95040-057,372,268,Czech,PDT
ln95040-058,632,408,Czech,PDT
ln95040-061,28,24,Czech,PDT
ln95040-062,1820,1044,Czech,PDT
ln95040-063,508,318,Czech,PDT
ln95040-064,1008,611,Czech,PDT
ln95040-065,7,7,Czech,PDT
ln95040-066,3,3,Czech,PDT
